return_id,investment_id,return_date,previous_nav,current_nav,return_percentage,return_amount,ytd_return
RET-657321,INV-701169,2024-07-04,1079.6,1088.41,0.82,10304.07,0.82
RET-856909,INV-701169,2024-08-03,1088.412559633533,1100.45,1.11,14080.22,1.93
RET-173989,INV-701169,2024-09-02,1100.454679412578,1114.16,1.25,16024.89,3.2
RET-583410,INV-701169,2024-10-02,1114.1599777915922,1121.02,0.62,8024.16,3.84
RET-624833,INV-701169,2024-11-01,1121.0226410427697,1133.61,1.12,14719.04,5.0
RET-648105,INV-586549,2025-06-05,1159.28,1165.48,0.53,16373.91,0.53
RET-140391,INV-586549,2025-07-05,1165.4759575280268,1192.98,2.36,72673.95,2.91
RET-220578,INV-038467,2025-03-19,1333.23,1375.84,3.2,123582.0,3.2
RET-644166,INV-038467,2025-04-18,1375.8385480540712,1412.16,2.64,105359.29,5.92
RET-578891,INV-038467,2025-05-18,1412.164278516276,1431.59,1.38,56345.45,7.38
RET-583729,INV-038467,2025-06-17,1431.5910383425976,1437.04,0.38,15810.74,7.79
RET-354901,INV-507802,2025-03-16,1098.99,1114.53,1.41,59113.44,1.41
RET-411385,INV-507802,2025-04-15,1114.5282628066548,1112.18,-0.21,-8931.94,1.2
RET-870452,INV-507802,2025-05-15,1112.180457248795,1105.11,-0.64,-26896.17,0.56
RET-049793,INV-507802,2025-06-14,1105.1106638393398,1132.35,2.46,103620.79,3.04
RET-040947,INV-120584,2025-06-13,1199.85,1207.04,0.6,27901.75,0.6
RET-823545,INV-295969,2024-07-23,1429.79,1444.3,1.01,9567.97,1.01
RET-212649,INV-295969,2024-08-22,1444.3013150025292,1447.77,0.24,2284.73,1.26
RET-373372,INV-295969,2024-09-21,1447.7664651251425,1460.02,0.85,8077.66,2.11
RET-567356,INV-295969,2024-10-21,1460.017490779589,1468.48,0.58,5577.21,2.71
RET-027829,INV-295969,2024-11-20,1468.4761996305663,1477.7,0.63,6080.63,3.35
RET-064322,INV-997986,2025-06-23,1063.23,1066.96,0.35,2301.26,0.35
RET-335469,INV-010697,2025-02-21,1158.08,1161.68,0.31,8628.28,0.31
RET-795928,INV-010697,2025-03-23,1161.6804558449237,1173.91,1.05,29317.96,1.37
RET-586377,INV-010697,2025-04-22,1173.91441181885,1187.41,1.15,32347.4,2.53
RET-842288,INV-010697,2025-05-22,1187.412506389125,1201.24,1.16,33132.48,3.73
RET-811868,INV-010697,2025-06-21,1201.2382040610323,1218.22,1.41,40696.35,5.19
RET-338251,INV-889589,2025-05-18,1298.66,1307.31,0.67,19260.17,0.67
RET-125697,INV-889589,2025-06-17,1307.312712314242,1312.44,0.39,11408.52,1.06
RET-147560,INV-630230,2024-02-10,1234.85,1238.05,0.26,19098.85,0.26
RET-117883,INV-630230,2024-03-11,1238.0546358415984,1253.74,1.27,93476.32,1.53
RET-440401,INV-630230,2024-04-10,1253.7392196764063,1258.95,0.42,31032.31,1.95
RET-951642,INV-630230,2024-05-10,1258.9461951170274,1265.15,0.49,36975.26,2.45
RET-210756,INV-630230,2024-06-09,1265.150349528374,1270.92,0.46,34364.43,2.92
RET-952145,INV-840829,2025-06-18,1104.11,1116.34,1.11,13041.66,1.11
RET-048918,INV-078109,2024-11-29,1139.27,1145.51,0.55,16713.88,0.55
RET-406783,INV-078109,2024-12-29,1145.5062979090121,1151.92,0.56,17184.02,1.11
RET-817864,INV-078109,2025-01-28,1151.918017543848,1160.14,0.71,22022.84,1.83
RET-377015,INV-078109,2025-02-27,1160.1352005891542,1164.77,0.4,12420.5,2.24
RET-094142,INV-078109,2025-03-29,1164.769550710338,1170.53,0.49,15443.75,2.74
RET-507510,INV-117753,2024-12-26,1134.79,1155.56,1.83,2161.06,1.83
RET-344060,INV-117753,2025-01-25,1155.5637938093803,1197.63,3.64,4376.38,5.54
RET-321952,INV-117753,2025-02-24,1197.6329468906692,1228.28,2.56,3188.53,8.24
RET-845259,INV-117753,2025-03-26,1228.2835169990653,1265.41,3.02,3862.02,11.51
RET-826000,INV-117753,2025-04-25,1265.4082360639957,1306.1,3.22,4233.42,15.1
RET-918204,INV-027638,2025-07-04,1230.09,1265.11,2.85,245398.55,2.85
RET-370033,INV-384089,2024-03-07,1457.08,1492.32,2.42,36181.15,2.42
RET-644972,INV-384089,2024-04-06,1492.3158125912669,1499.77,0.5,7651.65,2.93
RET-302341,INV-384089,2024-05-06,1499.767545115356,1531.07,2.09,32142.43,5.08
RET-729873,INV-384089,2024-06-05,1531.0701616439385,1541.44,0.68,10652.1,5.79
RET-822068,INV-384089,2024-07-05,1541.4439463087342,1567.99,1.72,27258.09,7.61
RET-403468,INV-137221,2025-02-27,1070.59,1073.44,0.27,25267.07,0.27
RET-075530,INV-137221,2025-03-29,1073.4404020781592,1082.35,0.83,78936.04,1.1
RET-172979,INV-137221,2025-04-28,1082.3452535873373,1084.64,0.21,20348.51,1.31
RET-304669,INV-137221,2025-05-28,1084.640788916153,1087.71,0.28,27163.9,1.6
RET-963781,INV-137221,2025-06-27,1087.705174532388,1102.18,1.33,128302.9,2.95
RET-656696,INV-123483,2024-11-21,1338.92,1353.81,1.11,52067.65,1.11
RET-411509,INV-123483,2024-12-21,1353.8055459042434,1375.46,1.6,75738.31,2.73
RET-849883,INV-123483,2025-01-20,1375.4582635609313,1392.86,1.27,60869.56,4.03
RET-959755,INV-123483,2025-02-19,1392.8601742336857,1411.98,1.37,66884.38,5.46
RET-300072,INV-123483,2025-03-21,1411.9816536849235,1418.89,0.49,24147.69,5.97
RET-389079,INV-247611,2024-11-10,1054.4,1035.26,-1.82,-8209.59,-1.82
RET-134620,INV-247611,2024-12-10,1035.262130959582,1038.12,0.28,1227.25,-1.54
RET-870950,INV-247611,2025-01-09,1038.1230543629229,1052.77,1.41,6284.68,-0.15
RET-219772,INV-247611,2025-02-08,1052.7736495145439,1094.45,3.96,17877.38,3.8
RET-301483,INV-247611,2025-03-10,1094.4487091496603,1116.55,2.02,9482.86,5.89
RET-473855,INV-098410,2024-06-23,1386.01,1392.87,0.5,15535.51,0.5
RET-784082,INV-098410,2024-07-23,1392.8726521443155,1426.95,2.45,77145.11,2.95
RET-164886,INV-098410,2024-08-22,1426.9507086719211,1448.96,1.54,49822.97,4.54
RET-619515,INV-098410,2024-09-21,1448.9594939322994,1444.36,-0.32,-10420.05,4.21
RET-269106,INV-098410,2024-10-21,1444.3565424150988,1482.85,2.66,87136.77,6.99
RET-899352,INV-914946,2023-07-31,1460.19,1483.75,1.61,11352.39,1.61
RET-448285,INV-914946,2023-08-30,1483.7487784534635,1475.39,-0.56,-4027.42,1.04
RET-991151,INV-914946,2023-09-29,1475.3909786987108,1491.41,1.09,7720.16,2.14
RET-073802,INV-914946,2023-10-29,1491.4120506163877,1499.17,0.52,3739.26,2.67
RET-265082,INV-914946,2023-11-28,1499.1718542233718,1521.39,1.48,10705.85,4.19
RET-126419,INV-987724,2023-11-21,1208.15,1231.78,1.96,54755.33,1.96
RET-514996,INV-987724,2023-12-21,1231.7814057247074,1250.02,1.48,42251.06,3.47
RET-908402,INV-987724,2024-01-20,1250.0161982932586,1262.08,0.96,27941.09,4.46
RET-611879,INV-987724,2024-02-19,1262.0750639990395,1270.54,0.67,19609.5,5.16
RET-101111,INV-987724,2024-03-20,1270.5381670176605,1273.87,0.26,7721.22,5.44
RET-863205,INV-358999,2024-09-23,1406.73,1418.6,0.84,12930.5,0.84
RET-279368,INV-358999,2024-10-23,1418.6019605151182,1434.88,1.15,17732.1,2.0
RET-763987,INV-358999,2024-11-22,1434.8824484672446,1438.82,0.27,4286.55,2.28
RET-457564,INV-358999,2024-12-22,1438.818088027725,1443.47,0.32,5061.54,2.61
RET-067418,INV-358999,2025-01-21,1443.4652713012513,1451.09,0.53,8307.98,3.15
RET-733057,INV-380117,2023-10-25,1409.38,1435.71,1.87,52728.33,1.87
RET-064986,INV-380117,2023-11-24,1435.705908918495,1456.91,1.48,42473.26,3.37
RET-668532,INV-380117,2023-12-24,1456.9117228839382,1474.17,1.18,34567.81,4.6
RET-397304,INV-380117,2024-01-23,1474.170546891608,1493.35,1.3,38418.71,5.96
RET-599923,INV-380117,2024-02-22,1493.3520265697382,1517.68,1.63,48732.75,7.68
RET-794493,INV-105216,2025-07-06,1290.74,1274.92,-1.23,-36541.78,-1.23
RET-408493,INV-116213,2024-04-17,1258.37,1264.68,0.5,42581.76,0.5
RET-614503,INV-116213,2024-05-17,1264.677264693469,1279.48,1.17,99905.12,1.68
RET-620285,INV-116213,2024-06-16,1279.475336810876,1304.13,1.93,166473.14,3.64
RET-366904,INV-116213,2024-07-16,1304.1335494001855,1318.8,1.12,99040.5,4.8
RET-772667,INV-116213,2024-08-15,1318.8035540860255,1327.11,0.63,56060.86,5.46
RET-890400,INV-053359,2023-04-16,1047.63,1052.08,0.42,13219.25,0.42
RET-430712,INV-053359,2023-05-16,1052.0775070967884,1064.57,1.19,37122.71,1.62
RET-542326,INV-053359,2023-06-15,1064.5671331560407,1083.66,1.79,56737.1,3.44
RET-698664,INV-053359,2023-07-15,1083.6558600286253,1100.34,1.54,49588.42,5.03
RET-304757,INV-053359,2023-08-14,1100.3394699402052,1113.71,1.22,39740.88,6.31
RET-794240,INV-491865,2024-12-30,1366.74,1377.66,0.8,19566.36,0.8
RET-432475,INV-491865,2025-01-29,1377.6565274384805,1386.1,0.61,15126.7,1.42
RET-352520,INV-491865,2025-02-28,1386.096067494081,1401.33,1.1,27311.27,2.53
RET-340222,INV-491865,2025-03-30,1401.333661340634,1412.28,0.78,19623.25,3.33
RET-586095,INV-491865,2025-04-29,1412.2819275510865,1432.2,1.41,35702.22,4.79
RET-054656,INV-757842,2024-11-23,1463.42,1478.17,1.01,38396.43,1.01
RET-855095,INV-757842,2024-12-23,1478.1653987171487,1500.89,1.54,59163.23,2.56
RET-024534,INV-757842,2025-01-22,1500.8858815994902,1526.47,1.7,66613.99,4.31
RET-524158,INV-757842,2025-02-21,1526.4676835965313,1557.65,2.04,81193.97,6.44
RET-711507,INV-757842,2025-03-23,1557.6486407333716,1604.57,3.01,122175.52,9.65
RET-912922,INV-368018,2025-04-06,1289.05,1300.1,0.86,46656.29,0.86
RET-417356,INV-368018,2025-05-06,1300.1012086464268,1308.08,0.61,33705.31,1.48
RET-175428,INV-368018,2025-06-05,1308.0847932737795,1322.32,1.09,60103.64,2.58
RET-569524,INV-368018,2025-07-05,1322.3211990995799,1329.18,0.52,28959.27,3.11
RET-611473,INV-695983,2025-06-05,1149.98,1164.14,1.23,27594.41,1.23
RET-561207,INV-695983,2025-07-05,1164.1352494372427,1191.84,2.38,54016.44,3.64
RET-745125,INV-633170,2025-06-05,1402.13,1407.62,0.39,20482.8,0.39
RET-141720,INV-633170,2025-07-05,1407.620667920786,1419.38,0.84,43863.17,1.23
RET-681571,INV-773779,2024-04-04,1270.77,1282.24,0.9,26137.5,0.9
RET-953530,INV-773779,2024-05-04,1282.241520181961,1290.35,0.63,18469.72,1.54
RET-711143,INV-773779,2024-06-03,1290.3477159896165,1308.39,1.4,41108.81,2.96
RET-302688,INV-773779,2024-07-03,1308.3900090928385,1322.57,1.08,32319.73,4.08
RET-647807,INV-773779,2024-08-02,1322.574854010246,1331.93,0.71,21319.25,4.81
RET-778541,INV-244824,2024-12-02,1353.32,1357.33,0.3,22805.65,0.3
RET-752872,INV-244824,2025-01-01,1357.3319608864522,1358.19,0.06,4865.4,0.36
RET-968002,INV-244824,2025-01-31,1358.1878803042719,1355.28,-0.21,-16525.05,0.14
RET-022130,INV-244824,2025-03-02,1355.280799907387,1376.43,1.56,120194.73,1.71
RET-585326,INV-244824,2025-04-01,1376.4254061668291,1391.33,1.08,84750.41,2.81
RET-108028,INV-310979,2024-07-12,1437.02,1449.89,0.9,46131.98,0.9
RET-176974,INV-310979,2024-08-11,1449.887209998252,1456.55,0.46,23888.64,1.36
RET-740242,INV-310979,2024-09-10,1456.5502687152825,1459.78,0.22,11563.72,1.58
RET-859788,INV-310979,2024-10-10,1459.775640851714,1466.77,0.48,25072.45,2.07
RET-337128,INV-310979,2024-11-09,1466.7688913447298,1474.19,0.51,26619.56,2.59
RET-190544,INV-448503,2024-10-13,1184.35,1193.29,0.75,25997.42,0.75
RET-483080,INV-448503,2024-11-12,1193.290647883962,1197.93,0.39,13497.04,1.15
RET-127276,INV-448503,2024-12-12,1197.9323524976178,1211.63,1.14,39816.67,2.3
RET-607635,INV-448503,2025-01-11,1211.6255157679143,1221.7,0.83,29308.13,3.15
RET-784643,INV-448503,2025-02-10,1221.7047363304866,1232.17,0.86,30422.17,4.04
RET-935348,INV-588516,2023-10-12,1261.75,1270.0,0.65,18454.41,0.65
RET-245577,INV-588516,2023-11-11,1269.997844953162,1290.23,1.59,45277.36,2.26
RET-150945,INV-588516,2023-12-11,1290.2336962404556,1296.73,0.5,14525.07,2.77
RET-496722,INV-588516,2024-01-10,1296.7253983862818,1312.01,1.18,34194.39,3.98
RET-292217,INV-588516,2024-02-09,1312.0079293601257,1325.07,1.0,29215.82,5.02
RET-538522,INV-748839,2024-12-03,1027.74,1041.4,1.33,52403.25,1.33
RET-965318,INV-748839,2025-01-02,1041.4012857829314,1050.22,0.85,33827.28,2.19
RET-133859,INV-748839,2025-02-01,1050.2199008220725,1053.58,0.32,12874.56,2.51
RET-375226,INV-748839,2025-03-03,1053.5762406025299,1059.89,0.6,24222.16,3.13
RET-391393,INV-748839,2025-04-02,1059.8908468405455,1061.42,0.14,5878.41,3.28
RET-521059,INV-879075,2024-08-14,1201.95,1219.69,1.48,144781.95,1.48
RET-268952,INV-879075,2024-09-13,1219.685884846326,1226.18,0.53,53043.25,2.02
RET-942996,INV-879075,2024-10-13,1226.1837174891186,1267.16,3.34,334514.07,5.43
RET-780704,INV-879075,2024-11-12,1267.1619122900015,1296.95,2.35,243156.75,7.9
RET-605354,INV-879075,2024-12-12,1296.948774515183,1315.25,1.41,149396.89,9.43
RET-447312,INV-884625,2022-09-21,1478.89,1486.44,0.51,29879.4,0.51
RET-447963,INV-884625,2022-10-21,1486.442139976673,1490.36,0.26,15513.63,0.78
RET-957502,INV-884625,2022-11-20,1490.3632720047697,1496.02,0.38,22375.16,1.16
RET-015447,INV-884625,2022-12-20,1496.0186828920191,1506.03,0.67,39618.82,1.84
RET-921599,INV-884625,2023-01-19,1506.0325002958316,1515.25,0.61,36460.07,2.46
RET-623986,INV-841516,2025-03-24,1001.91,1012.02,1.01,42645.37,1.01
RET-021480,INV-841516,2025-04-23,1012.0197999792681,1025.65,1.35,57475.66,2.37
RET-809350,INV-841516,2025-05-23,1025.645367369455,1032.61,0.68,29380.3,3.06
RET-701760,INV-841516,2025-06-22,1032.6104593062787,1038.85,0.6,26314.98,3.69
RET-122102,INV-452116,2023-04-03,1489.79,1520.82,2.08,10403.28,2.08
RET-689938,INV-452116,2023-05-03,1520.8181724001258,1532.11,0.74,3785.17,2.84
RET-440699,INV-452116,2023-06-02,1532.1075756801313,1533.86,0.11,586.14,2.96
RET-542972,INV-452116,2023-07-02,1533.8557516081428,1543.15,0.61,3115.97,3.58
RET-436254,INV-452116,2023-08-01,1543.1492608584667,1588.06,2.91,15058.94,6.6
RET-244769,INV-272818,2024-10-21,1494.09,1506.49,0.83,42848.57,0.83
RET-826257,INV-272818,2024-11-20,1506.4857716797812,1529.78,1.55,80511.06,2.39
RET-679142,INV-272818,2024-12-20,1529.7770191409277,1535.88,0.4,21082.16,2.8
RET-095800,INV-272818,2025-01-19,1535.8759314969946,1549.52,0.89,47150.12,3.71
RET-529669,INV-272818,2025-02-18,1549.516110365394,1568.87,1.25,66899.78,5.01
RET-432692,INV-326258,2024-11-01,1282.3,1298.32,1.25,36381.54,1.25
RET-823699,INV-326258,2024-12-01,1298.32463298708,1301.4,0.24,6991.29,1.49
RET-154436,INV-326258,2024-12-31,1301.4040193192814,1311.28,0.76,22414.41,2.26
RET-704238,INV-326258,2025-01-30,1311.2766801662265,1320.97,0.74,22013.4,3.02
RET-685950,INV-326258,2025-03-01,1320.9727128610805,1327.48,0.49,14779.34,3.52
RET-283075,INV-801535,2024-12-15,1136.4,1142.18,0.51,4170.37,0.51
RET-329844,INV-801535,2025-01-14,1142.1779837219067,1146.13,0.35,2849.48,0.86
RET-364850,INV-801535,2025-02-13,1146.1258853595966,1148.72,0.23,1873.85,1.08
RET-908121,INV-801535,2025-03-15,1148.722075467713,1154.15,0.47,3919.62,1.56
RET-685200,INV-801535,2025-04-14,1154.1526496808085,1162.44,0.72,5984.25,2.29
RET-359147,INV-000164,2025-02-02,1486.16,1498.32,0.82,24412.52,0.82
RET-439438,INV-000164,2025-03-04,1498.323379855874,1502.66,0.29,8700.06,1.11
RET-794480,INV-000164,2025-04-03,1502.6581272629826,1524.1,1.43,43026.22,2.55
RET-366607,INV-000164,2025-05-03,1524.0956569768805,1538.07,0.92,28054.23,3.49
RET-459395,INV-000164,2025-06-02,1538.07349384888,1541.89,0.25,7656.19,3.75
RET-976109,INV-847473,2024-10-12,1204.17,1210.98,0.57,7833.17,0.57
RET-625899,INV-847473,2024-11-11,1210.9830871223471,1222.17,0.92,12867.4,1.5
RET-114860,INV-847473,2024-12-11,1222.1748140950706,1230.31,0.67,9349.07,2.17
RET-589782,INV-847473,2025-01-10,1230.3063966709192,1232.73,0.2,2791.65,2.37
RET-709714,INV-847473,2025-02-09,1232.7345026162575,1239.86,0.58,8195.92,2.96
RET-713394,INV-718339,2023-10-19,1313.27,1315.33,0.16,735.5,0.16
RET-078529,INV-718339,2023-11-18,1315.3296185308848,1333.01,1.34,6315.49,1.5
RET-974524,INV-718339,2023-12-18,1333.0148054699073,1357.88,1.87,8881.1,3.4
RET-500000,INV-718339,2024-01-17,1357.8844363914425,1371.12,0.98,4728.05,4.41
RET-890077,INV-718339,2024-02-16,1371.1243393669795,1380.22,0.66,3246.89,5.1
RET-523274,INV-741097,2024-07-14,1330.02,1330.85,0.06,3322.54,0.06
RET-651817,INV-741097,2024-08-13,1330.849585935312,1336.8,0.45,23850.15,0.51
RET-747396,INV-741097,2024-09-12,1336.8045940348256,1340.45,0.27,14616.06,0.78
RET-962899,INV-741097,2024-10-12,1340.4539949027303,1348.97,0.63,34089.83,1.42
RET-955928,INV-741097,2024-11-11,1348.9656925280672,1357.93,0.66,35904.88,2.1
RET-832340,INV-777672,2024-10-04,1141.18,1153.92,1.12,121369.5,1.12
RET-024494,INV-777672,2024-11-03,1153.9233445594955,1159.88,0.52,56713.98,1.64
RET-112431,INV-777672,2024-12-03,1159.8781004850046,1167.41,0.65,71706.39,2.3
RET-696595,INV-777672,2025-01-02,1167.4070038383763,1176.05,0.74,82343.56,3.06
RET-657060,INV-777672,2025-02-01,1176.0527704223232,1189.11,1.11,124338.91,4.2
RET-365638,INV-141672,2024-01-01,1368.65,1372.33,0.27,2954.4,0.27
RET-077882,INV-141672,2024-01-31,1372.3341217401887,1377.54,0.38,4173.92,0.65
RET-624263,INV-141672,2024-03-01,1377.5389780088658,1385.79,0.6,6613.96,1.25
RET-261790,INV-141672,2024-03-31,1385.7865466643548,1393.79,0.58,6417.59,1.84
RET-351524,INV-141672,2024-04-30,1393.7892447697427,1397.89,0.29,3286.76,2.14
RET-260758,INV-109101,2025-06-17,1147.21,1150.31,0.27,7000.83,0.27
RET-232649,INV-412194,2024-08-07,1022.92,1028.53,0.55,10746.42,0.55
RET-526030,INV-412194,2024-09-06,1028.5348527564656,1033.18,0.45,8889.65,1.0
RET-928648,INV-412194,2024-10-06,1033.179570109126,1036.46,0.32,6284.66,1.32
RET-942389,INV-412194,2024-11-05,1036.4632148424316,1045.26,0.85,16841.95,2.18
RET-697644,INV-412194,2024-12-05,1045.2628961407302,1052.02,0.65,12927.96,2.84
RET-104684,INV-018408,2024-12-26,1011.05,1020.54,0.94,19609.39,0.94
RET-593468,INV-018408,2025-01-25,1020.5430899159112,1038.12,1.72,36300.99,2.68
RET-266251,INV-018408,2025-02-24,1038.1167437589304,1050.67,1.21,25927.37,3.92
RET-136479,INV-018408,2025-03-26,1050.6684285950787,1047.92,-0.26,-5670.72,3.65
RET-507914,INV-018408,2025-04-25,1047.9231777313423,1058.95,1.05,22787.0,4.74
RET-395096,INV-904272,2023-08-30,1006.26,1015.37,0.91,42784.11,0.91
RET-781648,INV-904272,2023-09-29,1015.3696500431297,1022.6,0.71,33975.65,1.62
RET-454118,INV-904272,2023-10-29,1022.6037914851358,1033.18,1.03,49669.7,2.68
RET-270803,INV-904272,2023-11-28,1033.17953004501,1049.75,1.6,77842.16,4.32
RET-208317,INV-904272,2023-12-28,1049.753788539319,1065.63,1.51,74570.49,5.9
RET-342027,INV-460053,2023-01-16,1175.71,1187.33,0.99,4872.26,0.99
RET-096528,INV-460053,2023-02-15,1187.332988302643,1146.6,-3.43,-17074.64,-2.48
RET-153096,INV-460053,2023-03-17,1146.6006791115951,1170.01,2.04,9814.01,-0.48
RET-617407,INV-460053,2023-04-16,1170.012438242304,1203.39,2.85,13993.24,2.35
RET-731318,INV-460053,2023-05-16,1203.3939253946548,1208.95,0.46,2329.17,2.83
RET-647802,INV-363601,2024-06-23,1023.57,1033.09,0.93,19138.39,0.93
RET-823289,INV-363601,2024-07-23,1033.0946390788617,1028.41,-0.45,-9408.35,0.47
RET-579776,INV-363601,2024-08-22,1028.4123692796863,1034.58,0.6,12387.57,1.08
RET-798549,INV-363601,2024-09-21,1034.5773153363814,1047.32,1.23,25611.6,2.32
RET-160548,INV-363601,2024-10-21,1047.323489831013,1060.41,1.25,26295.97,3.6
RET-789409,INV-186579,2025-02-09,1332.86,1345.07,0.92,91284.93,0.92
RET-386780,INV-186579,2025-03-11,1345.073450829068,1322.47,-1.68,-168967.85,-0.78
RET-668859,INV-186579,2025-04-10,1322.4664279171998,1331.51,0.68,67577.22,-0.1
RET-172309,INV-186579,2025-05-10,1331.5079094208231,1334.23,0.2,20334.47,0.1
RET-775681,INV-186579,2025-06-09,1334.2285566182586,1346.96,0.95,95171.83,1.06
RET-327398,INV-390777,2025-03-10,1159.55,1177.05,1.51,47649.8,1.51
RET-286364,INV-390777,2025-04-09,1177.053110394888,1187.6,0.9,28719.13,2.42
RET-783611,INV-390777,2025-05-09,1187.6024558893587,1193.06,0.46,14849.49,2.89
RET-660604,INV-390777,2025-06-08,1193.0570921754756,1212.2,1.6,52110.04,4.54
RET-733560,INV-390777,2025-07-08,1212.1985768437382,1218.31,0.5,16638.05,5.07
RET-124492,INV-935632,2024-11-19,1475.28,1529.49,3.67,219450.94,3.67
RET-802077,INV-935632,2024-12-19,1529.490007293551,1532.27,0.18,11264.75,3.86
RET-755759,INV-935632,2025-01-18,1532.2726895492674,1541.88,0.63,38907.92,4.51
RET-790318,INV-935632,2025-02-17,1541.8839432690652,1577.8,2.33,145397.21,6.95
RET-458105,INV-935632,2025-03-19,1577.8007822124512,1595.69,1.13,72436.99,8.16
RET-640714,INV-878571,2023-07-15,1331.43,1337.8,0.48,33897.14,0.48
RET-745149,INV-878571,2023-08-14,1337.803271296951,1342.49,0.35,24950.6,0.83
RET-280513,INV-878571,2023-09-13,1342.4944318209239,1365.36,1.7,121609.35,2.55
RET-890849,INV-878571,2023-10-13,1365.3591735169457,1392.31,1.97,143352.52,4.57
RET-895809,INV-878571,2023-11-12,1392.3120211540072,1408.1,1.13,83970.91,5.76
RET-469173,INV-358167,2023-11-01,1429.74,1442.94,0.92,22394.83,0.92
RET-692505,INV-358167,2023-12-01,1442.939312875316,1452.63,0.67,16448.62,1.6
RET-154455,INV-358167,2023-12-31,1452.6339844819129,1461.93,0.64,15768.16,2.25
RET-472290,INV-358167,2024-01-30,1461.927596711014,1475.37,0.92,22809.78,3.19
RET-006538,INV-358167,2024-02-29,1475.3714801751605,1492.81,1.18,29587.88,4.41
RET-472723,INV-155483,2025-02-19,1422.05,1465.12,3.03,43336.13,3.03
RET-186575,INV-155483,2025-03-21,1465.1249782495827,1501.24,2.47,36338.61,5.57
RET-211377,INV-155483,2025-04-20,1501.2446097158677,1528.08,1.79,27000.93,7.46
RET-541002,INV-155483,2025-05-20,1528.0828249804003,1564.86,2.41,36995.37,10.04
RET-001672,INV-155483,2025-06-19,1564.855259442783,1603.5,2.47,38881.52,12.76
RET-732923,INV-913820,2025-06-14,1256.34,1263.7,0.59,43683.87,0.59
RET-656348,INV-499399,2024-05-14,1075.57,1084.74,0.85,22237.63,0.85
RET-871821,INV-499399,2024-06-13,1084.7426258690361,1099.14,1.33,34915.13,2.19
RET-725147,INV-499399,2024-07-13,1099.1444923597483,1110.74,1.06,28120.68,3.27
RET-354484,INV-499399,2024-08-12,1110.7437713727709,1113.9,0.28,7652.14,3.56
RET-101769,INV-499399,2024-09-11,1113.9001429182867,1126.06,1.09,29485.23,4.69
RET-201602,INV-147262,2025-04-21,1337.87,1337.35,-0.04,-1279.9,-0.04
RET-775096,INV-147262,2025-05-21,1337.3474841246002,1342.51,0.39,12654.88,0.35
RET-872087,INV-147262,2025-06-20,1342.5137898510147,1354.07,0.86,28315.79,1.21
RET-706345,INV-103716,2023-12-15,1201.13,1216.55,1.28,21010.05,1.28
RET-601139,INV-103716,2024-01-14,1216.5450613199685,1227.38,0.89,14767.65,2.19
RET-788073,INV-103716,2024-02-13,1227.3800720466843,1237.6,0.83,13925.14,3.04
RET-889995,INV-103716,2024-03-14,1237.596940605114,1254.29,1.35,22752.19,4.43
RET-697938,INV-103716,2024-04-13,1254.290203216055,1273.45,1.53,26107.81,6.02
RET-408479,INV-570854,2024-07-23,1054.81,1057.81,0.28,2309.87,0.28
RET-082684,INV-570854,2024-08-22,1057.8146417064117,1064.82,0.66,5385.28,0.95
RET-554837,INV-570854,2024-09-21,1064.8197332103884,1071.49,0.63,5127.55,1.58
RET-586538,INV-570854,2024-10-21,1071.4895629163134,1074.97,0.32,2674.51,1.91
RET-892556,INV-570854,2024-11-20,1074.968517952991,1081.63,0.62,5122.81,2.54
RET-620797,INV-064066,2024-10-16,1235.0,1249.08,1.14,47892.82,1.14
RET-691394,INV-064066,2024-11-15,1249.075809940011,1267.37,1.46,62233.44,2.62
RET-545196,INV-064066,2024-12-15,1267.3663633916533,1276.54,0.72,31222.17,3.36
RET-788266,INV-064066,2025-01-14,1276.5426328261906,1292.22,1.23,53357.02,4.63
RET-095271,INV-064066,2025-02-13,1292.2243843045762,1292.93,0.05,2398.76,4.69
RET-850020,INV-564610,2024-11-11,1277.69,1306.32,2.24,29133.33,2.24
RET-358334,INV-564610,2024-12-11,1306.3194437603272,1301.25,-0.39,-5163.7,1.84
RET-259954,INV-564610,2025-01-10,1301.2450522615325,1305.97,0.36,4812.18,2.21
RET-741738,INV-564610,2025-02-09,1305.9740023864724,1309.22,0.25,3303.66,2.47
RET-821523,INV-564610,2025-03-11,1309.220521592876,1344.32,2.68,35718.94,5.22
RET-477412,INV-519091,2025-04-16,1470.27,1509.04,2.64,202841.26,2.64
RET-868194,INV-519091,2025-05-16,1509.0381817172663,1519.06,0.66,52461.12,3.32
RET-525730,INV-519091,2025-06-15,1519.0648507514163,1519.0,-0.0,-339.98,3.31
RET-535832,INV-956349,2025-03-08,1314.38,1320.75,0.48,47523.31,0.48
RET-151964,INV-956349,2025-04-07,1320.754231399319,1337.4,1.26,124085.09,1.75
RET-027321,INV-956349,2025-05-07,1337.397579060066,1361.19,1.78,177416.0,3.56
RET-671310,INV-956349,2025-06-06,1361.1941231749718,1378.12,1.24,126224.84,4.85
RET-503555,INV-956349,2025-07-06,1378.1244733507156,1392.96,1.08,110572.43,5.98
RET-589808,INV-333152,2024-10-12,1424.46,1439.6,1.06,86868.24,1.06
RET-657757,INV-333152,2024-11-11,1439.6029944773152,1446.82,0.5,41385.55,1.57
RET-986524,INV-333152,2024-12-11,1446.8173821485443,1457.39,0.73,60638.36,2.31
